,,Genetic Correlations,,,,Probabilities
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: LODG,Ikenne,0.829176185815973,,,0.377619942863025,
,onne,0.544361109823042,0.803048547710037,,0.633544278665251,0.406419874310798
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: BRNLEV9,Ikenne,0.798224755206304,,,0.411545424558209,
,onne,0.0220301549678864,-0.110495449504294,,0.985974033071297,0.929512479547373
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: PLTHT9,Ikenne,0.888160958454306,,,0.303966046975951,
,onne,0.738794909389067,0.761104646708279,,0.470790430293531,0.449314687630459
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: NOHAV,Ikenne,0.363592801080582,,,0.763099923224979,
,onne,0.574970351662439,0.491523706738999,,0.610027156324806,0.672880225724379
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: RTNO,Ikenne,0.607020904319391,,,0.584728830352748,
,onne,0.629444577805546,0.569125305914484,,0.566564929201216,0.614563853624199
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: STARCH,Ikenne,0.528822996298159,,,0.645267068061753,
,onne,0.509647422420003,0.598025853778258,,0.659551693539791,0.591903996770661
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: BRNHB9,Ikenne,0.683880731470994,,,0.5205817058107,
,onne,0.635363023651665,0.562158382489067,,0.561700950497985,0.619942265713962
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: ANGBR9,Ikenne,0.640565945555747,,,0.557399626784123,
,onne,0.527561675678306,0.516892451621688,,0.646212726278621,0.654177409093121
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: STMDI9,Ikenne,0.768226483706638,,,0.442278948090022,
,onne,0.677689547221124,0.630882440175863,,0.525962679202822,0.565386028673286
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: PPSTD9,Ikenne,0.893383094930906,,,0.296650079680475,
,onne,0.681887707765229,0.917618427042467,,0.522318534679199,0.26021823714012
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: SHTWT,Ikenne,0.613256820840398,,,0.579718147766111,
,onne,0.586114804480733,0.72854358850642,,0.601313500702343,0.480395150012883
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: RTWT,Ikenne,0.542986846415905,,,0.634586679633236,
,onne,0.581354193488617,0.56970041161317,,0.605046157038726,0.614118475702685
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: BRNHT9,Ikenne,0.912931771070717,,,0.267625580524553,
,onne,0.666295732032118,0.74822396647375,,0.535757695989711,0.461813714332473
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: PLTHT6,Ikenne,0.874110579082864,,,0.322890143367838,
,onne,0.799079161371655,0.833265656025268,,0.410641572287854,0.372936933340534
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: FYLD,Ikenne,0.543032329066291,,,0.634552197983925,
,onne,0.581350396696589,0.569755091882866,,0.605049127735044,0.614076118532779
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: DYLD,Ikenne,0.552772878281636,,,0.627139413725803,
,onne,0.444568383738138,0.570297279035478,,0.7067141401029,0.613656016374261
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: TYLD,Ikenne,0.61299035835902,,,0.57993287950979,
,onne,0.586094768925796,0.728295583539453,,0.601329243081169,0.480625594699879
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: HI,Ikenne,0.601206078054283,,,0.58937416059931,
,onne,0.661799588283675,0.638017934010159,,0.539585950457916,0.559509109881864
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: DM,Ikenne,0.552388810202362,,,0.627432775785826,
,onne,0.509734283710799,0.584803600849988,,0.65948742071424,0.602343149727659
,,,,,,
,Env,mokwa,Ikenne,,mokwa,Ikenne
Trait: BRNHT6,Ikenne,0.87570393668336,,,0.320795599109127,
,onne,0.361135288967563,0.300720156758481,,0.764778506869693,0.805545971859271
,,,,,,
